Tiempo (s)	Voltaje (V)
0.0134	-0.037548446212895215
0.013600000000000001	-0.03625855746213347
0.013800000000000002	-0.03529114089906216
0.014	-0.036581029649823904
0.0142	-0.03819339058827609
0.014400000000000001	-0.03980575152672827
0.0146	-0.036581029649823904
0.0148	-0.035613613086752594
0.015000000000000001	-0.037548446212895215
0.0152	-0.03980575152672827
0.0154	-0.04238552902825177
0.015600000000000001	-0.03787091840058565
0.0158	-0.03690350183751434
0.016	-0.03883833496365696
0.0162	-0.041740584652870893
0.0164	-0.04496530652977526
0.0166	-0.040450695902109146
0.016800000000000002	-0.03819339058827609
0.017	-0.03980575152672827
0.0172	-0.042708001215942204
0.017400000000000002	-0.04496530652977526
0.0176	-0.04012822371441871
0.0178	-0.038515862775966525
0.018000000000000002	-0.04077316808979958
0.0182	-0.04303047340363264
0.0184	-0.04496530652977526
0.018600000000000002	-0.04109564027749002
0.0188	-0.040450695902109146
0.019	-0.04141811246518046
0.019200000000000002	-0.04238552902825177
0.0194	-0.04399788996670395
0.0196	-0.04206305684056133
0.0198	-0.041740584652870893
0.02	-0.04206305684056133
0.020200000000000003	-0.04303047340363264
0.0204	-0.04238552902825177
0.0206	-0.042708001215942204
0.020800000000000003	-0.04238552902825177
0.021	-0.04303047340363264
0.0212	-0.04335294559132308
0.021400000000000002	-0.04335294559132308
0.0216	-0.04303047340363264
0.0218	-0.04303047340363264
0.022000000000000002	-0.04303047340363264
0.0222	-0.042708001215942204
0.0224	-0.04238552902825177
0.022600000000000002	-0.04238552902825177
0.0228	-0.04206305684056133
0.023	-0.04238552902825177
0.023200000000000002	-0.042708001215942204
0.0234	-0.04399788996670395
0.0236	-0.042708001215942204
0.0238	-0.041740584652870893
0.024	-0.04206305684056133
0.024200000000000003	-0.04335294559132308
0.0244	-0.0452877787174657
0.0246	-0.04303047340363264
0.024800000000000003	-0.04206305684056133
0.025	-0.04238552902825177
0.0252	-0.04593272309284657
0.025400000000000002	-0.04754508403129876
0.0256	-0.04303047340363264
0.0258	-0.04109564027749002
0.026000000000000002	-0.04206305684056133
0.0262	-0.046577667468227446
0.0264	-0.04819002840667963
0.026600000000000002	-0.043675417779013515
0.0268	-0.04141811246518046
0.027	-0.04335294559132308
0.027200000000000002	-0.04690013965591788
0.0274	-0.04819002840667963
0.027600000000000003	-0.04432036215439439
0.027800000000000002	-0.042708001215942204
0.028	-0.04399788996670395
0.028200000000000003	-0.046577667468227446
0.0284	-0.04786755621898919
0.0286	-0.04432036215439439
0.028800000000000003	-0.04432036215439439
0.029	-0.04496530652977526
0.0292	-0.04690013965591788
0.029400000000000003	-0.04786755621898919
0.0296	-0.045610250905156136
0.0298	-0.045610250905156136
0.030000000000000002	-0.04593272309284657
0.0302	-0.04722261184360832
0.0304	-0.04754508403129876
0.030600000000000002	-0.04625519528053701
0.0308	-0.04722261184360832
0.031	-0.04722261184360832
0.031200000000000002	-0.04786755621898919
0.031400000000000004	-0.04786755621898919
0.0316	-0.04851250059437007
0.0318	-0.048834972782060504
0.032	-0.04819002840667963
0.0322	-0.04915744496975094
0.0324	-0.049802389345131814
0.032600000000000004	-0.04915744496975094
0.0328	-0.04915744496975094
0.033	-0.049802389345131814
0.0332	-0.05044733372051269
0.0334	-0.051414750283584
0.033600000000000005	-0.05044733372051269
0.033800000000000004	-0.04947991715744138
0.034	-0.049802389345131814
0.0342	-0.052704639034345746
0.0344	-0.05302711122203618
0.0346	-0.05012486153282225
0.034800000000000005	-0.04915744496975094
0.035	-0.049802389345131814
0.0352	-0.05399452778510749
0.0354	-0.05431699997279793
0.0356	-0.05012486153282225
0.0358	-0.04851250059437007
0.036000000000000004	-0.048834972782060504
0.0362	-0.05399452778510749
0.0364	-0.05431699997279793
0.0366	-0.05012486153282225
0.0368	-0.04851250059437007
0.037000000000000005	-0.04915744496975094
0.037200000000000004	-0.05367205559741706
0.0374	-0.05399452778510749
0.0376	-0.049802389345131814
0.0378	-0.04915744496975094
0.038	-0.04915744496975094
0.038200000000000005	-0.05302711122203618
0.038400000000000004	-0.05238216684665531
0.0386	-0.049802389345131814
0.0388	-0.04947991715744138
0.039	-0.05012486153282225
0.0392	-0.052704639034345746
0.039400000000000004	-0.05205969465896487
0.0396	-0.05044733372051269
0.0398	-0.049802389345131814
0.04	-0.05012486153282225
0.0402	-0.050769805908203125
0.040400000000000005	-0.05109227809589356
0.040600000000000004	-0.050769805908203125
0.0408	-0.051414750283584
0.041	-0.050769805908203125
0.0412	-0.051737222471274436
0.0414	-0.050769805908203125
0.041600000000000005	-0.051737222471274436
0.041800000000000004	-0.050769805908203125
0.042	-0.05109227809589356
0.0422	-0.05238216684665531
0.0424	-0.051737222471274436
0.0426	-0.05109227809589356
0.042800000000000005	-0.05109227809589356
0.043000000000000003	-0.051737222471274436
0.0432	-0.05238216684665531
0.0434	-0.05334958340972662
0.0436	-0.051737222471274436
0.0438	-0.050769805908203125
0.044000000000000004	-0.051414750283584
0.0442	-0.05399452778510749
0.0444	-0.054961944348178804
0.0446	-0.051737222471274436
0.0448	-0.049802389345131814
0.045000000000000005	-0.05044733372051269
0.045200000000000004	-0.05560688872355968
0.0454	-0.054961944348178804
0.0456	-0.051737222471274436
0.0458	-0.050769805908203125
0.046	-0.051737222471274436
0.046200000000000005	-0.056896777474321425
0.046400000000000004	-0.056896777474321425
0.0466	-0.05205969465896487
0.0468	-0.051414750283584
0.047	-0.052704639034345746
0.0472	-0.05721924966201186
0.047400000000000005	-0.056896777474321425
0.0476	-0.05334958340972662
0.0478	-0.052704639034345746
0.048	-0.05238216684665531
0.0482	-0.05657430528663099
0.048400000000000006	-0.05657430528663099
0.048600000000000004	-0.05431699997279793
0.0488	-0.054961944348178804
0.049	-0.05528441653586924
0.0492	-0.057864194037392735
0.0494	-0.0575417218497023
0.049600000000000005	-0.05657430528663099
0.049800000000000004	-0.05657430528663099
0.05	-0.05721924966201186
0.0502	-0.05818666622508317
0.0504	-0.057864194037392735
0.0506	-0.05721924966201186
0.050800000000000005	-0.057864194037392735
0.051000000000000004	-0.057864194037392735
0.0512	-0.0575417218497023
0.0514	-0.05818666622508317
0.0516	-0.0575417218497023
0.051800000000000006	-0.05818666622508317
0.052000000000000005	-0.057864194037392735
0.0522	-0.05915408278815448
0.0524	-0.05818666622508317
0.0526	-0.057864194037392735
0.0528	-0.05818666622508317
0.053000000000000005	-0.05818666622508317
0.053200000000000004	-0.05850913841277361
0.0534	-0.05850913841277361
0.0536	-0.05721924966201186
0.0538	-0.056896777474321425
0.054	-0.05625183309894055
0.054200000000000005	-0.06012149935122579
0.054400000000000004	-0.059799027163535357
0.0546	-0.05657430528663099
0.0548	-0.05528441653586924
0.055	-0.05560688872355968
0.055200000000000006	-0.05947655497584492
0.055400000000000005	-0.06044397153891623
0.055600000000000004	-0.05560688872355968
0.0558	-0.054961944348178804
0.056	-0.05463947216048837
0.0562	-0.06076644372660667
0.056400000000000006	-0.059799027163535357
0.056600000000000004	-0.05528441653586924
0.0568	-0.05399452778510749
0.057	-0.05560688872355968
0.0572	-0.05947655497584492
0.0574	-0.05947655497584492
0.057600000000000005	-0.055929360911250114
0.057800000000000004	-0.05528441653586924
0.058	-0.05657430528663099
0.0582	-0.058831610600464046
0.0584	-0.05947655497584492
0.058600000000000006	-0.05657430528663099
0.058800000000000005	-0.056896777474321425
0.059000000000000004	-0.056896777474321425
0.0592	-0.05915408278815448
0.0594	-0.05915408278815448
0.0596	-0.05721924966201186
0.059800000000000006	-0.0575417218497023
0.060000000000000005	-0.057864194037392735
0.060200000000000004	-0.058831610600464046
0.0604	-0.05915408278815448
0.0606	-0.05850913841277361
0.0608	-0.05850913841277361
0.061000000000000006	-0.05850913841277361
0.061200000000000004	-0.05850913841277361
0.0614	-0.05850913841277361
0.0616	-0.05915408278815448
0.0618	-0.05818666622508317
0.062	-0.05850913841277361
0.062200000000000005	-0.05850913841277361
0.062400000000000004	-0.058831610600464046
0.0626	-0.058831610600464046
0.06280000000000001	-0.05915408278815448
0.063	-0.05850913841277361
0.0632	-0.05947655497584492
0.0634	-0.06044397153891623
0.0636	-0.05915408278815448
0.06380000000000001	-0.05850913841277361
0.064	-0.05818666622508317
0.06420000000000001	-0.06173386028967798
0.0644	-0.062056332477368414
0.0646	-0.05947655497584492
0.0648	-0.05850913841277361
0.065	-0.05915408278815448
0.06520000000000001	-0.06431363779120147
0.0654	-0.06431363779120147
0.0656	-0.05915408278815448
0.0658	-0.059799027163535357
0.066	-0.05947655497584492
0.06620000000000001	-0.06495858216658235
0.0664	-0.06560352654196322
0.0666	-0.06141138810198754
0.0668	-0.059799027163535357
0.067	-0.05947655497584492
0.06720000000000001	-0.06560352654196322
0.0674	-0.06495858216658235
0.06760000000000001	-0.06141138810198754
0.0678	-0.061088915914297104
0.068	-0.06141138810198754
0.0682	-0.06592599872965366
0.0684	-0.06592599872965366
0.06860000000000001	-0.062056332477368414
0.0688	-0.06173386028967798
0.069	-0.061088915914297104
0.0692	-0.06495858216658235
0.0694	-0.06431363779120147
0.06960000000000001	-0.06237880466505885
0.0698	-0.062056332477368414
0.07	-0.062056332477368414
0.0702	-0.06270127685274929
0.0704	-0.0636686934158206
0.07060000000000001	-0.06141138810198754
0.0708	-0.062056332477368414
0.07100000000000001	-0.062056332477368414
0.0712	-0.06237880466505885
0.0714	-0.06237880466505885
0.0716	-0.06173386028967798
0.0718	-0.062056332477368414
0.07200000000000001	-0.06270127685274929
0.0722	-0.06141138810198754
0.0724	-0.06173386028967798
0.0726	-0.062056332477368414
0.0728	-0.06141138810198754
0.07300000000000001	-0.061088915914297104
0.0732	-0.06302374904043972
0.0734	-0.06237880466505885
0.0736	-0.06173386028967798
0.0738	-0.06076644372660667
0.07400000000000001	-0.06012149935122579
0.0742	-0.06334622122813016
0.07440000000000001	-0.06431363779120147
0.0746	-0.06076644372660667
0.0748	-0.059799027163535357
0.075	-0.059799027163535357
0.0752	-0.06399116560351104
0.07540000000000001	-0.06431363779120147
0.0756	-0.06012149935122579
0.0758	-0.059799027163535357
0.076	-0.059799027163535357
0.0762	-0.06560352654196322
0.07640000000000001	-0.0662484709173441
0.0766	-0.061088915914297104
0.07680000000000001	-0.059799027163535357
0.077	-0.059799027163535357
0.0772	-0.06560352654196322
0.07740000000000001	-0.06560352654196322
0.0776	-0.06173386028967798
0.07780000000000001	-0.06012149935122579
0.078	-0.061088915914297104
0.0782	-0.06528105435427278
0.0784	-0.06528105435427278
0.0786	-0.06173386028967798
0.07880000000000001	-0.06076644372660667
0.079	-0.06173386028967798
0.0792	-0.06463610997889191
0.0794	-0.06495858216658235
0.0796	-0.06302374904043972
0.07980000000000001	-0.062056332477368414
0.08	-0.06270127685274929
0.08020000000000001	-0.06334622122813016
0.0804	-0.06463610997889191
0.0806	-0.06399116560351104
0.08080000000000001	-0.06399116560351104
0.081	-0.06495858216658235
0.08120000000000001	-0.06495858216658235
0.0814	-0.06431363779120147
0.0816	-0.06399116560351104
0.0818	-0.06495858216658235
0.082	-0.06463610997889191
0.08220000000000001	-0.06528105435427278
0.0824	-0.06560352654196322
0.0826	-0.06560352654196322
0.0828	-0.0662484709173441
0.083	-0.0662484709173441
0.08320000000000001	-0.0672158874804154
0.0834	-0.06689341529272497
0.08360000000000001	-0.06592599872965366
0.0838	-0.06528105435427278
0.084	-0.06495858216658235
0.08420000000000001	-0.06818330404348671
0.0844	-0.06786083185579628
0.08460000000000001	-0.06560352654196322
0.0848	-0.06463610997889191
0.085	-0.06528105435427278
0.0852	-0.06915072060655802
0.0854	-0.06947319279424846
0.08560000000000001	-0.06560352654196322
0.0858	-0.06399116560351104
0.08600000000000001	-0.06431363779120147
0.0862	-0.07011813716962934
0.0864	-0.07011813716962934
0.08660000000000001	-0.06463610997889191
0.0868	-0.06302374904043972
0.08700000000000001	-0.06399116560351104
0.0872	-0.06882824841886759
0.0874	-0.0697956649819389
0.0876	-0.06560352654196322
0.0878	-0.06334622122813016
0.08800000000000001	-0.06334622122813016
0.0882	-0.06850577623117715
0.0884	-0.06786083185579628
0.0886	-0.06528105435427278
0.0888	-0.06399116560351104
0.08900000000000001	-0.06463610997889191
0.0892	-0.0672158874804154
0.08940000000000001	-0.0662484709173441
0.0896	-0.06495858216658235
0.0898	-0.06431363779120147
0.09000000000000001	-0.06495858216658235
0.0902	-0.06528105435427278
0.09040000000000001	-0.06592599872965366
0.0906	-0.06495858216658235
0.0908	-0.06495858216658235
0.091	-0.06528105435427278
0.0912	-0.0662484709173441
0.09140000000000001	-0.06528105435427278
0.0916	-0.06560352654196322
0.0918	-0.06560352654196322
0.092	-0.06560352654196322
0.0922	-0.06560352654196322
0.09240000000000001	-0.06592599872965366
0.0926	-0.06528105435427278
0.09280000000000001	-0.06528105435427278
0.093	-0.06592599872965366
0.0932	-0.06657094310503453
0.09340000000000001	-0.0672158874804154
0.0936	-0.06560352654196322
0.09380000000000001	-0.06463610997889191
0.094	-0.06463610997889191
0.0942	-0.06818330404348671
0.0944	-0.06850577623117715
0.0946	-0.06495858216658235
0.09480000000000001	-0.06495858216658235
0.095	-0.06431363779120147
0.0952	-0.06786083185579628
0.0954	-0.06882824841886759
0.0956	-0.06560352654196322
0.09580000000000001	-0.0636686934158206
0.096	-0.06399116560351104
0.09620000000000001	-0.06947319279424846
0.0964	-0.0697956649819389
0.0966	-0.06560352654196322
0.09680000000000001	-0.06431363779120147
0.097	-0.06431363779120147
0.09720000000000001	-0.07011813716962934
0.0974	-0.07044060935731977
0.0976	-0.0662484709173441
0.0978	-0.06528105435427278
0.098	-0.06560352654196322
0.09820000000000001	-0.0697956649819389
0.0984	-0.07044060935731977
0.09860000000000001	-0.06818330404348671
0.0988	-0.0672158874804154
0.099	-0.0672158874804154
0.09920000000000001	-0.0697956649819389
0.0994	-0.07011813716962934
0.09960000000000001	-0.06947319279424846
0.0998	-0.06915072060655802
0.1	-0.06882824841886759
0.10020000000000001	-0.0697956649819389
0.1004	-0.07044060935731977
0.10060000000000001	-0.06915072060655802
0.1008	-0.0697956649819389
0.101	-0.06882824841886759
0.1012	-0.07011813716962934
0.1014	-0.06947319279424846
0.10160000000000001	-0.07076308154501021
0.1018	-0.07044060935731977
0.10200000000000001	-0.0697956649819389
0.1022	-0.07011813716962934
0.1024	-0.07076308154501021
0.10260000000000001	-0.07044060935731977
0.1028	-0.0697956649819389
0.10300000000000001	-0.07011813716962934
0.1032	-0.07044060935731977
0.1034	-0.07108555373270065
0.10360000000000001	-0.06915072060655802
0.1038	-0.06753835966810584
0.10400000000000001	-0.06818330404348671
0.1042	-0.07076308154501021
0.1044	-0.07205297029577196
0.1046	-0.06818330404348671
0.1048	-0.06689341529272497
0.10500000000000001	-0.0672158874804154
0.1052	-0.07140802592039108
0.10540000000000001	-0.07205297029577196
0.1056	-0.06786083185579628
0.1058	-0.0662484709173441
0.10600000000000001	-0.06560352654196322
0.1062	-0.07140802592039108
0.10640000000000001	-0.07140802592039108
0.1066	-0.0672158874804154
0.1068	-0.06528105435427278
0.10700000000000001	-0.0662484709173441
0.1072	-0.07011813716962934
0.10740000000000001	-0.07140802592039108
0.1076	-0.06753835966810584
0.1078	-0.06560352654196322
0.108	-0.06528105435427278
0.1082	-0.07011813716962934
0.10840000000000001	-0.07076308154501021
0.1086	-0.06753835966810584
0.10880000000000001	-0.06657094310503453
0.109	-0.06689341529272497
0.1092	-0.06947319279424846
0.10940000000000001	-0.0697956649819389
0.1096	-0.06818330404348671
0.10980000000000001	-0.06753835966810584
0.11	-0.06786083185579628
0.1102	-0.06947319279424846
0.11040000000000001	-0.06915072060655802
0.1106	-0.06818330404348671
0.11080000000000001	-0.06818330404348671
0.111	-0.06850577623117715
0.11120000000000001	-0.06850577623117715
0.1114	-0.06882824841886759
0.1116	-0.06882824841886759
0.11180000000000001	-0.06915072060655802
0.112	-0.06882824841886759
0.11220000000000001	-0.06882824841886759
0.1124	-0.0697956649819389
0.1126	-0.06850577623117715
0.11280000000000001	-0.06850577623117715
0.113	-0.06850577623117715
0.11320000000000001	-0.07011813716962934
0.1134	-0.07044060935731977
0.1136	-0.06915072060655802
0.11380000000000001	-0.06850577623117715
0.114	-0.06850577623117715
0.11420000000000001	-0.07140802592039108
0.1144	-0.07269791467115283
0.11460000000000001	-0.07011813716962934
0.1148	-0.06850577623117715
0.115	-0.06947319279424846
0.11520000000000001	-0.07366533123422414
0.1154	-0.07431027560960501
0.11560000000000001	-0.07044060935731977
0.1158	-0.06882824841886759
0.116	-0.06850577623117715
0.11620000000000001	-0.07463274779729545
0.1164	-0.0759226365480572
0.11660000000000001	-0.07044060935731977
0.1168	-0.06915072060655802
0.117	-0.06882824841886759
0.11720000000000001	-0.07495521998498589
0.1174	-0.07560016436036676
0.11760000000000001	-0.07108555373270065
0.1178	-0.0697956649819389
0.11800000000000001	-0.0697956649819389
0.1182	-0.07398780342191458
0.1184	-0.07495521998498589
0.11860000000000001	-0.07173049810808152
0.1188	-0.07140802592039108
0.11900000000000001	-0.07140802592039108
0.1192	-0.0733428590465337
0.1194	-0.0733428590465337
0.11960000000000001	-0.07108555373270065
0.1198	-0.07011813716962934
0.12000000000000001	-0.07108555373270065
0.1202	-0.07173049810808152
0.12040000000000001	-0.07205297029577196
0.1206	-0.07173049810808152
0.1208	-0.07173049810808152
0.12100000000000001	-0.07173049810808152
0.1212	-0.07140802592039108
0.12140000000000001	-0.07108555373270065
0.1216	-0.07140802592039108
0.1218	-0.07173049810808152
0.12200000000000001	-0.07140802592039108
0.1222	-0.07108555373270065
0.12240000000000001	-0.07140802592039108
0.1226	-0.07108555373270065
0.1228	-0.07011813716962934
0.12300000000000001	-0.07011813716962934
0.1232	-0.07076308154501021
0.12340000000000001	-0.07108555373270065
0.1236	-0.0697956649819389
0.12380000000000001	-0.06947319279424846
0.124	-0.06947319279424846
0.1242	-0.07140802592039108
0.12440000000000001	-0.0723754424834624
0.1246	-0.06947319279424846
0.12480000000000001	-0.06818330404348671
0.125	-0.06882824841886759
0.1252	-0.0723754424834624
0.1254	-0.07366533123422414
0.12560000000000002	-0.06850577623117715
0.1258	-0.06753835966810584
0.126	-0.0672158874804154
0.1262	-0.0723754424834624
0.1264	-0.07366533123422414
0.12660000000000002	-0.06850577623117715
0.1268	-0.06850577623117715
0.127	-0.06786083185579628
0.1272	-0.07269791467115283
0.1274	-0.07366533123422414
0.12760000000000002	-0.0697956649819389
0.1278	-0.06915072060655802
0.128	-0.06882824841886759
0.1282	-0.07269791467115283
0.12840000000000001	-0.0733428590465337
0.12860000000000002	-0.07011813716962934
0.1288	-0.06947319279424846
0.129	-0.07011813716962934
0.1292	-0.07269791467115283
0.12940000000000002	-0.0723754424834624
0.1296	-0.07108555373270065
0.1298	-0.07108555373270065
0.13	-0.07076308154501021
0.1302	-0.0723754424834624
0.13040000000000002	-0.07205297029577196
0.1306	-0.07173049810808152
0.1308	-0.07205297029577196
0.131	-0.07173049810808152
0.1312	-0.07269791467115283
0.13140000000000002	-0.07205297029577196
0.1316	-0.0733428590465337
0.1318	-0.0733428590465337
0.132	-0.07366533123422414
0.1322	-0.07366533123422414
0.13240000000000002	-0.07398780342191458
0.1326	-0.07398780342191458
0.1328	-0.07398780342191458
0.133	-0.07366533123422414
0.1332	-0.07431027560960501
0.13340000000000002	-0.07495521998498589
0.1336	-0.07431027560960501
0.1338	-0.07366533123422414
0.134	-0.07302038685884327
0.1342	-0.07495521998498589
0.13440000000000002	-0.0759226365480572
0.1346	-0.07398780342191458
0.1348	-0.07269791467115283
0.135	-0.07269791467115283
0.13520000000000001	-0.07689005311112851
0.13540000000000002	-0.07785746967419982
0.1356	-0.07366533123422414
0.1358	-0.0723754424834624
0.136	-0.07108555373270065
0.13620000000000002	-0.0759226365480572
0.1364	-0.07753499748650938
0.1366	-0.0723754424834624
0.1368	-0.07140802592039108
0.137	-0.07044060935731977
0.13720000000000002	-0.07495521998498589
0.1374	-0.07721252529881895
0.1376	-0.07269791467115283
0.1378	-0.07140802592039108
0.138	-0.07011813716962934
0.13820000000000002	-0.07431027560960501
0.1384	-0.07560016436036676
0.1386	-0.07205297029577196
0.1388	-0.07108555373270065
0.139	-0.07108555373270065
0.13920000000000002	-0.0733428590465337
0.1394	-0.0733428590465337
0.1396	-0.07173049810808152
0.1398	-0.07173049810808152
0.14	-0.07205297029577196
0.14020000000000002	-0.0733428590465337
0.1404	-0.0733428590465337
0.1406	-0.0723754424834624
0.1408	-0.07269791467115283
0.14100000000000001	-0.0723754424834624
0.14120000000000002	-0.07205297029577196
0.1414	-0.07173049810808152
0.1416	-0.07205297029577196
0.1418	-0.0723754424834624
0.14200000000000002	-0.07205297029577196
0.1422	-0.0723754424834624
0.1424	-0.07302038685884327
0.1426	-0.07269791467115283
0.1428	-0.0723754424834624
0.14300000000000002	-0.07205297029577196
0.1432	-0.0733428590465337
0.1434	-0.07366533123422414
0.1436	-0.07269791467115283
0.1438	-0.07173049810808152
0.14400000000000002	-0.07140802592039108
0.1442	-0.07431027560960501
0.1444	-0.07463274779729545
0.1446	-0.07205297029577196
0.1448	-0.07140802592039108
0.14500000000000002	-0.07044060935731977
0.1452	-0.07463274779729545
0.1454	-0.07560016436036676
0.1456	-0.07173049810808152
0.1458	-0.07108555373270065
0.14600000000000002	-0.06882824841886759
0.1462	-0.07560016436036676
0.1464	-0.07689005311112851
0.1466	-0.07173049810808152
0.1468	-0.07108555373270065
0.14700000000000002	-0.0697956649819389
0.1472	-0.07624510873574764
0.1474	-0.07753499748650938
0.1476	-0.07302038685884327
0.14780000000000001	-0.07173049810808152
0.14800000000000002	-0.07108555373270065
0.1482	-0.0759226365480572
0.1484	-0.07689005311112851
0.1486	-0.07431027560960501
0.14880000000000002	-0.07398780342191458
0.149	-0.07366533123422414
0.1492	-0.07624510873574764
0.1494	-0.07721252529881895
0.1496	-0.07560016436036676
0.14980000000000002	-0.07495521998498589
0.15	-0.07431027560960501
0.1502	-0.07624510873574764
0.1504	-0.07624510873574764
0.1506	-0.07560016436036676
0.15080000000000002	-0.0759226365480572
0.151	-0.0759226365480572
0.1512	-0.07656758092343807
0.1514	-0.07721252529881895
0.1516	-0.07656758092343807
0.15180000000000002	-0.0759226365480572
0.152	-0.07560016436036676
0.1522	-0.07624510873574764
0.1524	-0.07560016436036676
0.1526	-0.0759226365480572
0.15280000000000002	-0.07527769217267632
0.153	-0.07527769217267632
0.1532	-0.0759226365480572
0.1534	-0.07721252529881895
0.15360000000000001	-0.07463274779729545
0.15380000000000002	-0.07495521998498589
0.154	-0.07398780342191458
0.1542	-0.0759226365480572
0.1544	-0.07656758092343807
0.15460000000000002	-0.07431027560960501
0.15480000000000002	-0.0733428590465337
0.155	-0.07205297029577196
0.1552	-0.07656758092343807
0.1554	-0.07689005311112851
0.15560000000000002	-0.0733428590465337
0.1558	-0.0723754424834624
0.156	-0.07108555373270065
0.1562	-0.07624510873574764
0.1564	-0.07689005311112851
0.15660000000000002	-0.07269791467115283
0.1568	-0.07140802592039108
0.157	-0.07011813716962934
0.1572	-0.0759226365480572
0.1574	-0.07689005311112851
0.15760000000000002	-0.0723754424834624
0.1578	-0.07140802592039108
0.158	-0.07108555373270065
0.1582	-0.07560016436036676
0.1584	-0.07560016436036676
0.15860000000000002	-0.07269791467115283
0.1588	-0.07269791467115283
0.159	-0.0723754424834624
0.1592	-0.07495521998498589
0.15940000000000001	-0.07495521998498589
0.15960000000000002	-0.0733428590465337
0.1598	-0.0733428590465337
0.16	-0.07398780342191458
0.1602	-0.07495521998498589
0.16040000000000001	-0.07463274779729545
0.16060000000000002	-0.07431027560960501
0.1608	-0.0733428590465337
0.161	-0.07495521998498589
0.1612	-0.07398780342191458
0.16140000000000002	-0.07431027560960501
0.16160000000000002	-0.07463274779729545
0.1618	-0.07463274779729545
0.162	-0.07398780342191458
0.1622	-0.07398780342191458
0.16240000000000002	-0.07398780342191458
0.1626	-0.07398780342191458
0.1628	-0.07431027560960501
0.163	-0.0733428590465337
0.1632	-0.07495521998498589
0.16340000000000002	-0.07495521998498589
0.1636	-0.07398780342191458
0.1638	-0.0733428590465337
0.164	-0.07269791467115283
0.1642	-0.07560016436036676
0.16440000000000002	-0.07624510873574764
0.1646	-0.07431027560960501
0.1648	-0.07366533123422414
0.165	-0.07302038685884327
0.1652	-0.07785746967419982
0.16540000000000002	-0.0785024140495807
0.1656	-0.07495521998498589
0.1658	-0.07463274779729545
0.166	-0.07366533123422414
0.16620000000000001	-0.0785024140495807
0.16640000000000002	-0.07914735842496157
0.1666	-0.07527769217267632
0.1668	-0.07527769217267632
0.167	-0.07366533123422414
0.16720000000000002	-0.07979230280034244
0.16740000000000002	-0.07979230280034244
0.1676	-0.07560016436036676
0.1678	-0.07527769217267632
0.168	-0.07398780342191458
0.16820000000000002	-0.07882488623727113
0.16840000000000002	-0.07914735842496157
0.1686	-0.07624510873574764
0.1688	-0.07624510873574764
0.169	-0.07527769217267632
0.16920000000000002	-0.07882488623727113
0.1694	-0.0785024140495807
0.1696	-0.07624510873574764
0.1698	-0.0759226365480572
0.17	-0.07560016436036676
0.17020000000000002	-0.07721252529881895
0.1704	-0.07753499748650938
0.1706	-0.07656758092343807
0.1708	-0.07624510873574764
0.171	-0.07624510873574764
0.17120000000000002	-0.07624510873574764
0.1714	-0.07560016436036676
0.1716	-0.0759226365480572
0.1718	-0.0759226365480572
0.17200000000000001	-0.0759226365480572
0.17220000000000002	-0.0759226365480572
0.1724	-0.07624510873574764
0.1726	-0.0759226365480572
0.1728	-0.07560016436036676
0.17300000000000001	-0.07463274779729545
